student_id,gender,age,parent_education,attendance_rate,study_hours,previous_gpa,final_grade,assignment_score_avg,exam_score_avg,class_participation,late_submissions,previous_gpa_sem1,previous_gpa_sem2
S20271,Male,17,Bachelor,0.97,2.9,7.7,63.4,72.7,43.8,10.0,2,7.03,7.76
S20272,Male,22,Bachelor,0.99,6.3,9.6,100.0,91.2,100.0,10.0,0,9.03,10.0
S20273,Female,18,Bachelor,0.72,2.6,8.34,57.8,43.0,66.1,8.8,4,8.16,8.89
S20274,Male,20,Master,0.9,3.2,7.9,79.3,66.3,73.2,9.3,0,7.71,7.98
S20275,Male,24,PhD,0.89,5.6,5.16,75.1,83.9,53.4,10.0,1,4.66,5.35
S20276,Male,23,PhD,0.96,1.4,5.51,61.2,52.6,48.0,10.0,2,5.11,6.09
S20277,Male,17,High School,0.88,3.1,9.52,72.0,64.9,63.5,10.0,3,9.02,9.53
S20278,Male,21,High School,0.96,6.4,9.3,96.7,89.2,100.0,10.0,0,8.77,9.84
S20279,Female,22,Bachelor,0.97,5.8,7.8,84.5,85.3,87.6,10.0,2,7.47,8.26
S20280,Male,20,PhD,0.68,6.7,7.09,78.0,79.1,94.6,8.6,5,6.56,7.13
S20281,Male,19,Master,0.67,5.3,9.9,65.8,63.6,92.0,7.2,5,9.39,10.0
S20282,Female,18,High School,0.74,6.0,8.27,75.6,71.2,92.1,8.5,4,8.0,8.32
S20283,Female,21,PhD,0.93,6.5,5.35,82.2,85.2,81.1,10.0,2,4.72,5.65
S20284,Male,17,PhD,0.88,6.7,6.43,81.6,76.3,96.6,9.4,3,6.13,7.12
S20285,Female,22,Bachelor,0.85,1.4,8.41,63.7,51.8,45.9,10.0,1,7.74,8.67
S20286,Male,23,High School,0.73,6.7,7.7,81.1,77.6,88.7,7.8,3,7.54,7.94
S20287,Male,19,PhD,0.71,5.6,9.1,76.0,65.6,87.5,8.0,3,8.9,9.66
S20288,Female,21,Bachelor,0.84,2.3,7.25,59.0,54.8,61.4,8.7,2,6.6,7.73
S20289,Male,20,Master,0.88,3.5,5.59,64.5,63.6,56.1,8.8,1,5.46,5.63
S20290,Male,24,High School,0.98,6.2,8.57,92.7,86.5,83.4,10.0,0,7.9,8.85
S20291,Male,21,High School,0.63,6.1,8.52,69.6,69.3,79.4,8.2,4,8.45,9.16
S20292,Female,23,Bachelor,0.85,4.4,8.68,68.9,65.7,73.3,10.0,3,8.11,8.97
S20293,Female,19,PhD,0.84,6.3,5.21,72.5,87.8,57.0,9.5,1,4.74,5.4
S20294,Female,20,Bachelor,0.88,6.7,7.06,83.6,85.8,88.0,9.2,3,6.63,7.09
S20295,Male,24,Master,0.78,1.2,5.34,50.6,47.8,35.4,9.5,2,5.06,5.38
S20296,Male,20,Bachelor,0.86,5.3,8.06,74.5,72.2,83.2,10.0,3,7.52,8.61
S20297,Female,22,PhD,0.89,2.2,8.51,68.8,57.9,70.3,10.0,1,8.01,9.05
S20298,Male,17,High School,0.64,3.8,7.91,61.8,56.1,64.9,8.0,5,7.28,8.14
S20299,Male,24,PhD,0.9,6.3,8.16,89.5,86.8,89.1,9.3,3,7.93,8.77
S20300,Male,24,PhD,0.61,7.6,9.74,82.9,71.8,100.0,6.4,3,9.56,9.74
S20301,Male,20,High School,0.94,7.8,6.62,97.4,100.0,90.1,10.0,0,6.17,7.06
S20302,Female,22,Bachelor,0.72,1.3,8.93,57.7,39.5,51.4,8.3,2,8.51,9.56
S20303,Male,19,PhD,0.75,3.8,5.74,63.9,69.2,57.7,8.2,3,5.36,5.99
S20304,Male,19,Bachelor,0.71,5.4,8.36,77.6,63.7,88.0,7.6,2,8.29,8.89
S20305,Male,19,Bachelor,0.7,3.4,8.82,65.4,52.6,85.8,8.8,5,8.72,9.08
S20306,Male,20,Bachelor,0.63,6.2,6.75,72.9,65.7,83.9,7.3,4,6.53,7.19
S20307,Female,24,High School,0.83,4.1,9.92,75.9,69.0,79.5,10.0,3,9.62,10.0
S20308,Female,18,Bachelor,0.8,2.9,5.78,60.5,58.8,51.2,8.1,1,5.24,6.14
S20309,Female,19,High School,0.71,4.1,6.96,66.6,67.2,67.9,9.0,4,6.77,7.07
S20310,Female,22,High School,1.0,2.9,6.71,69.7,67.4,48.7,10.0,0,6.6,7.41
S20311,Male,21,Master,0.62,2.9,7.59,53.2,54.5,69.9,6.3,5,7.12,7.75
S20312,Female,22,Bachelor,0.79,3.6,9.93,76.9,58.4,83.6,8.9,2,9.72,10.0
S20313,Female,19,Master,0.74,1.6,9.94,60.1,47.0,69.4,8.1,3,9.64,10.0
S20314,Male,20,PhD,0.71,6.2,9.76,77.1,67.3,95.5,8.3,4,9.52,10.0
S20315,Male,20,High School,0.83,4.1,5.23,66.8,78.9,60.2,8.9,3,4.87,5.82
S20316,Male,20,Bachelor,0.79,4.2,8.94,70.3,65.0,79.0,8.8,3,8.81,9.46
S20317,Male,20,PhD,0.67,3.8,7.48,59.7,53.7,63.8,7.2,3,7.16,7.88
S20318,Female,21,PhD,0.78,7.8,6.22,83.6,84.7,98.3,8.3,2,5.57,6.67
S20319,Male,19,Master,0.93,6.9,7.57,79.8,88.2,88.0,9.7,1,7.29,8.1
S20320,Female,18,High School,0.86,1.1,5.15,57.9,46.6,46.9,8.8,1,4.51,5.74
S20321,Female,24,PhD,0.63,6.9,7.37,66.5,69.8,97.4,8.2,5,7.21,7.87
S20322,Female,17,Bachelor,0.99,7.5,6.51,93.5,94.7,95.1,10.0,2,6.4,6.59
S20323,Female,24,Bachelor,0.66,4.9,8.04,65.5,53.8,93.5,8.1,4,7.45,8.56
S20324,Male,17,Bachelor,0.77,3.5,5.33,58.6,52.4,45.3,9.6,4,5.11,5.53
S20325,Male,23,Master,0.76,7.8,8.22,89.7,89.0,100.0,8.2,3,7.93,8.64
S20326,Male,17,High School,0.92,3.4,9.69,75.0,68.3,85.1,9.7,1,9.14,10.0
S20327,Male,21,High School,0.9,7.5,6.2,81.1,90.6,82.2,9.7,1,5.8,6.88
S20328,Female,21,Bachelor,0.82,7.1,8.22,83.4,78.5,100.0,9.9,1,8.16,8.58
S20329,Female,22,PhD,0.99,2.5,9.14,73.0,68.0,70.8,10.0,1,8.53,9.25
S20330,Male,20,Master,0.72,4.5,8.89,77.3,67.6,93.4,7.9,2,8.57,9.55
S20331,Female,18,PhD,0.82,2.4,6.31,69.5,58.4,58.2,9.0,1,5.92,6.6
S20332,Male,18,PhD,0.75,5.4,9.23,76.2,77.3,89.1,7.9,4,8.74,9.61
S20333,Male,23,Bachelor,0.67,1.7,7.21,52.5,44.6,59.1,7.5,3,7.08,7.25
S20334,Male,19,Master,0.88,6.8,9.07,93.1,87.3,92.3,10.0,1,8.77,9.56
S20335,Male,17,PhD,1.0,4.1,8.53,84.8,75.1,73.5,10.0,0,8.09,8.85
S20336,Female,22,High School,0.62,1.4,5.46,43.9,36.9,46.5,7.1,5,4.82,6.0
S20337,Male,23,Master,0.94,1.2,6.15,63.0,54.6,40.9,10.0,1,5.62,6.3
S20338,Male,17,Bachelor,0.82,1.1,8.75,54.7,51.5,36.8,10.0,3,8.72,9.32
S20339,Female,24,High School,0.96,1.6,5.47,62.0,54.8,49.4,10.0,2,4.84,5.81
S20340,Female,21,Bachelor,0.66,7.1,5.03,67.0,73.4,80.4,7.1,4,4.77,5.07
S20341,Female,22,Bachelor,0.79,1.8,8.87,53.3,54.2,61.9,9.3,3,8.83,9.18
S20342,Female,22,Bachelor,0.99,6.0,7.8,97.0,84.9,99.6,10.0,1,7.63,8.0
S20343,Male,22,Master,0.83,7.3,7.11,89.6,88.6,96.3,10.0,2,6.81,7.36
S20344,Female,19,High School,0.6,6.1,9.21,78.8,63.0,100.0,6.6,4,8.84,9.58
S20345,Female,17,High School,0.96,2.2,9.28,70.2,61.2,65.9,9.8,1,8.78,9.54
S20346,Female,19,PhD,0.73,4.8,6.77,50.1,63.7,62.4,8.4,4,6.2,7.07
S20347,Male,19,Bachelor,0.97,3.6,6.6,70.3,69.5,69.2,10.0,1,6.33,6.88
S20348,Male,18,Master,0.77,5.1,8.48,71.2,65.6,86.0,9.6,4,7.91,8.65
S20349,Female,17,High School,0.84,7.3,6.1,89.0,92.7,96.8,9.6,2,5.42,6.13
S20350,Female,17,PhD,0.71,2.8,6.13,46.1,53.4,51.8,8.1,4,5.54,6.27
S20351,Female,21,High School,0.86,5.3,6.18,71.4,73.1,70.1,10.0,3,5.88,6.49
S20352,Male,18,Master,0.85,1.0,9.29,68.8,55.3,60.9,9.7,1,8.75,9.34
S20353,Male,17,High School,0.7,6.1,5.22,58.4,67.6,57.6,7.1,3,4.98,5.44
S20354,Female,18,High School,0.66,2.1,6.19,57.0,43.1,63.2,7.7,5,6.19,6.57
S20355,Female,23,High School,0.72,3.2,8.87,57.4,58.8,61.4,7.4,4,8.68,9.13
S20356,Female,18,Bachelor,0.84,6.6,6.07,85.6,83.4,87.9,10.0,3,5.91,6.1
S20357,Female,20,High School,0.8,6.6,9.64,92.1,81.2,100.0,8.4,2,9.09,9.86
S20358,Female,23,PhD,0.97,3.7,5.32,77.0,73.2,60.6,10.0,0,4.79,5.67
S20359,Male,21,High School,0.95,5.7,9.24,94.8,82.9,100.0,9.9,0,8.75,9.48
S20360,Male,19,PhD,0.71,5.7,7.31,69.2,66.1,79.0,8.9,2,7.21,7.93
S20361,Male,21,Master,0.65,2.0,7.37,52.4,51.9,60.6,7.0,5,7.0,7.64
S20362,Female,19,Master,0.74,2.4,5.2,61.3,58.3,47.9,8.0,3,4.88,5.71
S20363,Male,19,Master,0.91,2.6,8.71,75.0,66.1,67.9,9.3,2,8.61,9.12
S20364,Male,23,Master,0.78,4.5,8.73,77.0,62.4,89.9,9.7,2,8.45,9.2
S20365,Female,17,PhD,0.83,7.7,7.48,90.9,85.3,97.6,9.9,1,7.12,7.72
S20366,Male,18,Bachelor,0.95,6.6,8.83,96.5,93.4,93.3,9.6,0,8.32,9.08
S20367,Male,18,High School,0.76,3.4,9.1,63.3,55.6,68.0,7.6,4,8.51,9.63
S20368,Male,18,Bachelor,0.64,2.4,8.35,52.1,45.0,59.9,6.6,3,8.02,8.41
S20369,Male,17,PhD,0.72,4.3,6.97,62.0,61.4,59.4,8.8,3,6.45,7.17
S20370,Female,17,High School,0.79,4.4,8.98,76.3,64.2,69.9,9.6,4,8.37,9.54
S20371,Female,23,Master,0.68,1.0,6.82,43.8,40.8,44.0,8.4,5,6.66,6.89
S20372,Male,23,Master,0.74,6.5,5.03,61.0,66.0,81.5,8.9,4,4.66,5.3
S20373,Male,24,High School,0.96,3.1,7.93,71.7,63.1,65.0,9.8,1,7.8,8.59
S20374,Male,20,High School,0.99,7.3,7.65,91.5,83.8,95.3,9.9,1,6.96,8.06
S20375,Female,21,Bachelor,0.9,5.6,8.01,87.8,78.2,77.0,10.0,0,7.51,8.2
S20376,Female,21,Master,0.88,3.7,7.75,70.4,68.5,70.2,10.0,3,7.46,8.43
S20377,Male,19,High School,0.74,7.2,5.97,73.3,76.7,87.6,9.2,3,5.75,6.64
S20378,Male,22,Bachelor,0.89,2.1,7.44,64.1,58.2,65.7,9.0,2,7.1,7.98
S20379,Female,18,High School,0.93,1.1,5.2,65.5,55.5,39.8,10.0,1,4.5,5.29
S20380,Male,24,PhD,0.64,6.2,8.3,70.0,72.6,85.2,8.1,4,7.86,8.98
S20381,Male,23,Bachelor,0.76,1.5,7.94,58.5,47.5,44.8,9.5,2,7.82,8.54
S20382,Male,23,High School,0.8,6.5,7.44,79.5,80.5,89.0,9.4,1,6.77,7.64
S20383,Male,18,PhD,0.95,4.0,9.31,79.4,78.9,86.9,10.0,2,8.97,9.73
S20384,Female,19,Master,0.71,2.9,5.88,46.0,53.0,44.7,8.7,3,5.66,6.22
S20385,Male,22,Master,0.63,3.4,8.89,62.7,56.4,77.2,6.6,4,8.81,9.05
S20386,Female,19,Master,0.95,7.9,6.6,87.0,93.8,86.4,10.0,2,6.47,7.24
S20387,Female,21,Master,0.87,1.7,9.72,69.9,50.4,50.1,8.9,2,9.29,9.91
S20388,Male,23,Bachelor,0.61,3.7,9.13,59.3,51.8,72.5,7.3,4,9.04,9.6
S20389,Male,23,PhD,0.77,7.6,5.46,74.6,94.3,80.9,7.8,3,5.01,5.63
S20390,Female,24,Bachelor,0.76,2.4,8.58,57.8,41.8,51.7,9.4,3,8.3,8.75
S20391,Male,19,PhD,0.67,7.6,8.6,76.8,81.2,100.0,8.6,5,8.12,9.0
S20392,Female,23,PhD,0.94,6.2,8.23,81.8,79.7,76.6,10.0,0,7.99,8.3
S20393,Male,19,PhD,0.67,1.2,9.79,53.1,35.5,55.3,8.0,3,9.41,9.9
S20394,Male,23,High School,0.62,5.4,9.05,63.3,57.2,91.3,6.8,4,8.51,9.67
S20395,Female,24,High School,0.78,2.8,7.26,61.6,56.6,66.5,9.2,3,7.19,7.26
S20396,Female,19,High School,0.72,2.7,8.72,69.5,53.8,63.3,8.8,2,8.66,9.06
S20397,Female,22,Master,0.99,6.3,8.47,84.4,84.4,84.8,10.0,1,8.26,8.91
S20398,Female,23,PhD,0.98,5.8,9.43,93.8,91.0,97.0,10.0,1,9.09,10.0
S20399,Female,19,Bachelor,0.75,2.8,6.52,48.3,45.9,47.5,8.3,3,6.43,7.0
S20400,Male,18,PhD,0.64,6.4,9.48,77.6,74.9,100.0,7.9,5,9.38,9.58
S20401,Female,17,PhD,0.69,6.2,7.89,72.0,68.8,85.9,7.9,5,7.2,8.18
S20402,Female,21,Master,0.89,7.2,7.66,81.4,87.0,100.0,10.0,3,7.08,7.74
S20403,Male,20,Master,0.99,3.8,7.93,81.8,74.1,84.7,10.0,0,7.89,8.26
S20404,Male,19,Bachelor,0.65,5.1,6.43,70.6,63.2,78.8,8.3,4,6.2,6.94
S20405,Male,17,High School,0.68,5.8,7.92,74.0,66.7,95.4,7.4,3,7.89,7.99
S20406,Male,23,Bachelor,0.99,6.3,6.27,81.5,78.7,75.9,10.0,0,6.25,6.82
S20407,Male,21,Master,0.72,5.6,7.2,70.2,68.2,87.7,9.0,4,7.05,7.35
S20408,Male,22,High School,0.96,1.1,9.87,75.7,54.2,59.8,10.0,1,9.69,10.0
S20409,Male,21,PhD,0.88,2.2,8.96,62.7,44.6,71.1,9.7,3,8.7,9.51
S20410,Female,23,High School,0.69,5.1,9.11,76.6,66.6,77.4,8.8,4,9.03,9.54
S20411,Male,18,High School,0.64,7.7,6.75,73.2,85.0,91.8,8.1,4,6.7,6.76
S20412,Male,21,Master,0.95,6.8,7.49,85.5,81.2,95.1,10.0,1,6.99,7.93
S20413,Male,19,Bachelor,0.87,5.5,8.66,88.0,82.5,93.3,9.7,2,8.21,9.09
S20414,Male,24,Master,1.0,7.0,7.89,82.1,88.8,87.9,10.0,1,7.47,8.22
S20415,Female,22,High School,0.65,5.8,6.94,61.2,67.5,74.2,7.2,5,6.34,7.63
S20416,Female,20,High School,0.74,4.7,5.59,57.6,61.4,61.6,8.5,4,5.45,5.67
S20417,Female,19,High School,0.86,1.1,5.23,49.8,40.2,39.1,9.6,3,4.61,5.92
S20418,Female,19,Bachelor,0.71,5.5,7.11,69.3,59.8,76.0,8.6,2,7.08,7.65
S20419,Male,23,Master,0.93,3.1,9.37,74.8,73.0,70.8,9.5,1,8.87,9.86
S20420,Male,19,Bachelor,0.93,2.1,7.83,63.9,54.8,70.7,10.0,1,7.25,8.25
S20421,Male,21,High School,0.88,5.7,6.93,83.7,88.2,87.7,10.0,2,6.86,7.14
S20422,Female,19,PhD,0.61,2.3,9.83,55.9,40.1,64.8,6.9,4,9.31,9.85
S20423,Male,20,Master,0.96,6.3,6.69,73.8,84.3,70.2,10.0,2,6.03,6.8
S20424,Female,18,Master,0.78,5.6,9.49,81.7,75.9,100.0,7.9,4,9.29,10.0
S20425,Female,20,Master,0.88,4.8,9.39,70.4,67.3,77.9,10.0,3,9.15,9.46
S20426,Male,18,High School,0.77,1.6,7.19,56.2,52.8,45.1,7.9,4,7.08,7.86
S20427,Female,22,High School,0.81,5.6,6.71,76.5,78.7,75.4,8.4,1,6.3,7.13
S20428,Female,24,Bachelor,0.74,6.7,6.88,86.1,83.6,86.1,8.5,3,6.58,7.25
S20429,Male,20,Master,0.8,2.1,8.49,62.6,52.6,63.1,8.4,3,7.95,8.86
S20430,Male,20,Master,0.7,6.6,7.1,79.7,76.6,100.0,8.4,3,6.69,7.6
S20431,Male,22,PhD,0.73,1.2,9.71,61.8,38.8,52.7,7.7,2,9.06,9.72
S20432,Male,24,High School,0.8,7.2,9.69,89.8,91.2,100.0,8.5,1,9.16,9.88
S20433,Female,21,Master,0.68,3.3,7.95,61.5,58.7,60.8,7.6,3,7.89,7.97
S20434,Male,21,Bachelor,0.96,5.1,7.91,84.5,76.4,92.5,10.0,1,7.25,8.03
S20435,Female,18,High School,0.65,3.8,5.41,54.8,64.0,61.1,8.1,5,5.04,5.46
S20436,Male,24,Master,0.73,5.6,5.11,70.9,66.6,77.5,7.9,3,5.06,5.56
S20437,Female,23,Bachelor,0.73,1.2,8.33,53.3,47.7,52.4,8.6,2,8.19,8.51
S20438,Female,18,Bachelor,0.67,5.6,5.35,66.8,72.0,81.1,7.8,3,4.73,5.55
S20439,Female,20,PhD,0.98,5.9,7.78,79.1,88.4,81.9,10.0,1,7.2,8.29
S20440,Male,18,Bachelor,0.71,3.8,5.94,60.9,52.1,63.2,8.9,2,5.4,6.52
S20441,Male,19,Bachelor,0.67,3.6,9.31,65.6,48.7,87.5,7.9,3,8.89,9.71
S20442,Female,23,Master,0.67,3.5,8.23,59.5,54.6,68.9,7.4,5,7.56,8.84
S20443,Female,24,PhD,0.92,7.1,6.94,85.0,89.9,87.2,10.0,0,6.58,7.36
S20444,Male,24,Master,0.74,6.2,6.98,67.1,78.0,77.9,8.2,4,6.89,7.39
S20445,Male,19,High School,0.76,2.7,9.47,69.1,53.6,65.3,8.3,3,9.45,9.6
S20446,Male,21,High School,0.87,7.8,6.21,75.4,76.0,100.0,9.9,2,5.63,6.24
S20447,Male,21,Master,0.97,3.7,7.93,76.1,66.1,72.1,10.0,2,7.87,8.44
S20448,Female,18,Master,0.63,1.9,9.75,57.8,43.4,54.5,7.5,3,9.22,9.98
S20449,Female,21,Master,0.68,1.9,6.49,54.0,35.7,42.7,7.3,3,6.25,6.5
S20450,Male,24,PhD,0.67,3.1,5.87,54.5,50.8,54.8,7.6,3,5.36,6.37
S20451,Female,22,Master,0.9,2.0,8.1,79.7,69.4,62.3,10.0,1,8.05,8.38
S20452,Female,23,High School,0.85,7.4,10.0,89.6,86.5,100.0,8.7,1,9.83,10.0
S20453,Female,23,High School,0.93,2.8,6.26,64.2,59.6,45.1,10.0,2,6.02,6.45
S20454,Male,18,High School,0.6,3.3,9.72,63.5,53.2,68.8,6.5,4,9.05,9.93
S20455,Male,20,PhD,0.66,5.3,6.52,61.5,59.5,73.1,8.5,5,5.83,6.77
S20456,Female,17,Bachelor,0.79,2.7,8.16,60.9,54.1,53.0,9.3,3,7.8,8.58
S20457,Female,23,Bachelor,0.86,2.6,7.15,69.4,58.8,64.9,10.0,1,6.81,7.62
S20458,Female,23,Bachelor,0.88,1.5,5.22,59.1,43.2,51.7,9.6,2,4.97,5.29
S20459,Female,20,PhD,0.84,5.0,9.57,87.6,75.0,93.1,8.5,2,9.06,10.0
S20460,Female,17,Bachelor,0.75,2.1,6.5,48.9,50.1,49.7,9.0,3,6.4,7.06
S20461,Female,17,Master,0.61,8.0,7.22,67.8,78.5,91.1,7.2,3,6.54,7.88
S20462,Female,22,PhD,0.71,7.1,9.02,76.7,75.9,100.0,8.7,3,8.85,9.04
S20463,Male,21,High School,0.64,4.7,7.08,64.9,63.7,69.1,8.3,5,6.77,7.42
S20464,Female,19,Master,0.97,6.9,7.95,85.0,89.3,85.9,10.0,2,7.33,8.04
S20465,Female,18,High School,0.98,4.8,7.11,80.9,71.8,84.3,10.0,1,6.47,7.33
S20466,Male,21,PhD,0.84,2.9,7.88,64.9,60.8,67.4,9.8,3,7.39,8.42
S20467,Female,20,Master,0.97,4.5,9.51,82.0,76.0,89.6,10.0,0,8.9,10.0
S20468,Male,24,High School,0.83,7.9,8.88,89.0,83.4,100.0,10.0,2,8.71,9.31
S20469,Female,22,PhD,0.79,4.0,7.82,58.7,61.8,68.3,8.2,3,7.26,8.41
S20470,Male,24,Bachelor,0.91,3.8,6.97,75.9,76.3,77.3,10.0,2,6.65,7.01
S20471,Female,23,PhD,0.73,1.4,5.71,48.0,40.0,33.6,8.4,2,5.04,5.76
S20472,Female,19,PhD,0.98,5.7,9.14,83.5,83.5,78.8,10.0,2,8.69,9.19
S20473,Male,23,Bachelor,0.8,7.8,6.14,82.7,87.3,100.0,9.3,1,5.9,6.22
S20474,Male,19,PhD,0.93,5.3,6.08,82.9,72.7,82.5,10.0,0,5.51,6.24
S20475,Female,23,PhD,0.89,6.6,5.84,77.8,77.0,89.0,9.2,1,5.67,6.22
S20476,Male,18,PhD,0.88,7.5,9.16,89.6,91.9,100.0,10.0,2,8.62,9.62
S20477,Male,24,PhD,0.84,2.1,5.78,56.2,54.5,44.1,9.5,1,5.28,6.34
S20478,Female,19,Master,0.7,8.0,6.23,75.2,80.1,93.0,7.1,3,5.89,6.69
S20479,Female,19,PhD,0.75,6.4,8.82,82.5,73.7,95.2,8.0,3,8.18,9.22
S20480,Female,24,Bachelor,0.77,3.1,7.76,62.3,52.7,63.2,8.9,3,7.37,8.04
S20481,Male,22,High School,0.78,3.3,5.01,63.4,70.3,55.7,8.8,2,4.81,5.35
S20482,Female,17,Bachelor,0.72,7.6,8.7,81.6,81.4,100.0,7.5,3,8.36,8.7
S20483,Male,22,Bachelor,0.82,7.3,7.98,83.2,80.4,98.2,9.1,2,7.57,8.43
S20484,Male,17,Master,0.81,6.4,5.91,82.0,75.6,79.4,8.2,3,5.52,6.51
S20485,Female,24,Bachelor,0.7,6.7,6.41,72.5,76.9,90.0,7.1,4,5.76,6.74
S20486,Male,21,Master,0.68,6.9,7.35,74.8,68.9,88.3,8.0,3,6.65,7.94
S20487,Male,21,Bachelor,0.97,1.5,5.07,48.2,53.3,30.3,10.0,2,4.49,5.61
S20488,Female,20,High School,0.83,4.1,7.38,72.1,64.3,73.6,8.9,3,6.94,7.96
S20489,Male,19,Master,0.61,2.1,9.47,65.5,37.0,66.9,7.8,3,9.44,9.61
S20490,Female,23,Bachelor,0.79,7.5,8.05,81.6,81.6,100.0,9.1,3,7.95,8.52
S20491,Male,21,High School,0.78,2.2,9.53,68.6,56.9,72.2,9.4,4,9.46,9.87
S20492,Male,20,Master,0.79,7.3,5.11,68.4,82.8,74.1,8.0,4,4.67,5.33
S20493,Male,19,Master,0.69,4.7,5.47,65.2,61.6,68.0,8.7,4,4.98,5.84
S20494,Female,23,Bachelor,0.98,1.7,9.5,68.4,58.1,60.7,9.9,0,8.82,9.78
S20495,Female,17,PhD,0.66,7.2,5.07,74.6,83.5,72.0,7.7,3,4.65,5.23
S20496,Female,23,Master,0.96,5.3,7.74,81.0,74.4,82.8,10.0,1,7.42,8.29
S20497,Female,17,Bachelor,0.67,4.8,8.72,77.2,56.6,85.5,7.9,3,8.41,9.09
S20498,Female,20,High School,0.61,3.1,8.03,60.1,46.0,63.7,8.1,3,7.69,8.25
S20499,Male,17,Bachelor,0.64,4.0,8.28,64.7,49.8,76.6,8.0,5,8.01,8.82
S20500,Male,17,PhD,0.99,7.2,7.54,94.6,96.8,96.0,10.0,2,7.08,8.2
S20501,Female,17,PhD,0.75,4.2,5.89,60.9,66.8,56.3,8.2,2,5.42,6.37
S20502,Female,20,Master,0.81,3.1,5.97,62.6,55.7,59.2,8.9,3,5.43,6.06
S20503,Female,22,High School,0.8,3.1,5.22,64.4,59.5,69.5,8.4,1,5.1,5.29
S20504,Female,17,Bachelor,0.92,8.0,5.91,85.5,95.8,77.6,10.0,0,5.36,6.28
S20505,Male,18,High School,0.69,5.3,6.11,58.5,66.3,62.1,7.0,4,5.72,6.45
S20506,Male,22,Master,0.77,4.9,5.72,67.0,59.3,67.9,8.7,3,5.03,6.26
S20507,Male,21,High School,0.96,7.9,7.75,98.3,100.0,94.7,10.0,0,7.67,7.96
S20508,Female,17,High School,0.88,7.9,9.72,86.6,87.5,100.0,9.7,2,9.44,9.78
S20509,Male,23,PhD,0.7,1.5,5.33,44.1,38.0,34.2,8.1,3,5.06,5.39
S20510,Male,22,Bachelor,0.88,3.7,8.31,72.8,51.5,82.7,9.2,1,8.27,8.55
S20511,Male,18,Bachelor,0.94,6.6,7.8,84.4,94.5,93.6,10.0,1,7.44,8.18
S20512,Male,20,High School,0.75,4.7,7.66,70.3,65.9,79.4,9.2,3,7.34,8.24
S20513,Female,22,High School,0.78,5.0,8.46,72.2,66.5,79.5,7.9,4,8.29,8.54
S20514,Female,24,High School,0.88,2.9,6.07,62.6,64.2,51.7,9.3,1,5.7,6.5
S20515,Male,23,PhD,0.73,5.6,8.89,69.5,64.4,94.9,7.8,2,8.41,9.32
S20516,Male,21,PhD,0.73,5.9,6.04,63.8,74.8,65.2,9.3,4,5.57,6.5
S20517,Male,18,PhD,0.88,4.9,9.24,92.5,75.6,89.1,9.7,1,9.22,9.59
S20518,Male,21,High School,0.93,6.1,9.79,87.9,80.6,94.7,9.5,1,9.27,10.0
S20519,Male,20,High School,0.82,4.3,6.54,56.6,63.2,52.5,8.7,2,6.34,7.04
S20520,Female,22,Bachelor,0.74,6.2,7.15,80.5,70.4,93.6,8.4,2,6.53,7.84
S20521,Male,22,Bachelor,0.88,5.6,9.74,85.1,74.2,98.3,9.4,3,9.69,10.0
S20522,Male,23,PhD,0.72,6.9,5.12,65.1,83.3,71.3,7.4,4,4.45,5.39
S20523,Male,17,Bachelor,0.62,5.5,8.51,71.9,70.3,86.4,7.5,4,7.86,8.92
S20524,Female,17,High School,0.85,4.4,7.23,79.0,72.6,78.1,9.6,1,6.89,7.64
S20525,Female,21,Bachelor,0.6,2.8,8.77,50.8,41.0,60.2,7.8,4,8.66,9.36
S20526,Male,22,PhD,0.86,5.2,5.03,71.1,73.8,61.9,10.0,1,4.43,5.2
S20527,Female,22,High School,0.76,1.3,9.16,59.9,40.9,51.9,9.2,4,9.02,9.55
S20528,Female,20,Master,0.82,2.3,8.14,58.8,54.2,56.9,8.8,3,7.47,8.57
S20529,Male,23,Master,0.72,3.8,9.23,71.9,59.4,73.7,8.3,4,8.86,9.78
S20530,Female,19,Master,0.86,6.5,9.15,83.7,87.7,93.8,10.0,1,8.78,9.53
S20531,Male,17,Master,0.94,7.1,7.19,93.1,93.7,92.4,10.0,1,7.14,7.23
S20532,Female,22,Bachelor,0.75,7.3,5.63,77.1,84.1,82.4,8.8,2,5.45,6.23
S20533,Female,24,PhD,0.81,4.5,8.68,74.7,65.8,84.6,8.6,2,8.19,9.33
S20534,Female,20,High School,1.0,7.0,5.3,85.6,100.0,85.2,10.0,1,5.17,5.74
S20535,Male,20,High School,0.82,3.5,6.22,69.9,59.6,78.7,9.0,1,5.59,6.72
S20536,Male,22,Master,0.68,2.6,6.44,45.9,50.8,45.7,8.6,3,6.03,7.04
S20537,Male,19,PhD,0.82,6.1,8.9,78.8,78.5,81.8,8.3,1,8.29,9.0
S20538,Male,24,Bachelor,0.71,1.4,5.71,43.4,40.5,39.3,7.5,4,5.28,5.91
S20539,Male,18,PhD,0.62,8.0,7.8,76.7,81.2,100.0,8.0,3,7.61,7.87
S20540,Male,22,PhD,0.7,3.6,6.97,59.7,58.9,68.3,7.9,5,6.88,7.3
S20541,Female,21,Master,0.61,7.3,7.61,66.0,69.6,90.6,6.7,4,7.21,8.0
S20542,Female,22,PhD,0.64,2.1,5.57,50.2,47.7,58.0,6.9,5,4.97,5.58
